Gene stable ID,Gene stable ID version,Transcript stable ID,Transcript stable ID version,CCDS ID
ENSG00000068001,ENSG00000068001.14,ENST00000442581,ENST00000442581.1,CCDS2818
ENSG00000144744,ENSG00000144744.17,ENST00000361055,ENST00000361055.9,CCDS2909
ENSG00000144744,ENSG00000144744.17,ENST00000349511,ENST00000349511.8,CCDS2910
ENSG00000182504,ENSG00000182504.11,ENST00000341893,ENST00000341893.8,CCDS2944
ENSG00000144824,ENSG00000144824.21,ENST00000481953,ENST00000481953.5,CCDS2962
ENSG00000144824,ENSG00000144824.21,ENST00000412622,ENST00000412622.5,CCDS2962
ENSG00000091986,ENSG00000091986.16,ENST00000206423,ENST00000206423.8,CCDS2968
ENSG00000091986,ENSG00000091986.16,ENST00000439685,ENST00000439685.6,CCDS2968
ENSG00000173230,ENSG00000173230.15,ENST00000340645,ENST00000340645.9,CCDS3004
ENSG00000160145,ENSG00000160145.16,ENST00000240874,ENST00000240874.7,CCDS3027
ENSG00000163885,ENSG00000163885.12,ENST00000352312,ENST00000352312.6,CCDS3037
ENSG00000188800,ENSG00000188800.6,ENST00000372766,ENST00000372766.4,CCDS30684
ENSG00000114686,ENSG00000114686.9,ENST00000264995,ENST00000264995.8,CCDS3071
ENSG00000085433,ENSG00000085433.16,ENST00000369965,ENST00000369965.8,CCDS30787
ENSG00000143631,ENSG00000143631.11,ENST00000368799,ENST00000368799.2,CCDS30860
ENSG00000117335,ENSG00000117335.20,ENST00000367042,ENST00000367042.6,CCDS31008
ENSG00000117335,ENSG00000117335.20,ENST00000367041,ENST00000367041.5,CCDS31009
ENSG00000123684,ENSG00000123684.13,ENST00000366997,ENST00000366997.9,CCDS31018
ENSG00000123684,ENSG00000123684.13,ENST00000366996,ENST00000366996.1,CCDS31018
ENSG00000086619,ENSG00000086619.14,ENST00000354619,ENST00000354619.10,CCDS31064
ENSG00000182901,ENSG00000182901.17,ENST00000366565,ENST00000366565.5,CCDS31071
ENSG00000114120,ENSG00000114120.14,ENST00000446041,ENST00000446041.6,CCDS3114
ENSG00000197889,ENSG00000197889.10,ENST00000378240,ENST00000378240.1,CCDS31151
ENSG00000197889,ENSG00000197889.10,ENST00000407572,ENST00000407572.6,CCDS31151
ENSG00000075407,ENSG00000075407.18,ENST00000361085,ENST00000361085.9,CCDS31183
ENSG00000075407,ENSG00000075407.18,ENST00000351773,ENST00000351773.7,CCDS31183
ENSG00000171862,ENSG00000171862.11,ENST00000371953,ENST00000371953.8,CCDS31238
ENSG00000151923,ENSG00000151923.18,ENST00000369093,ENST00000369093.6,CCDS31295
ENSG00000176893,ENSG00000176893.6,ENST00000641926,ENST00000641926.1,CCDS31365
ENSG00000205495,ENSG00000205495.1,ENST00000380370,ENST00000380370.1,CCDS31370
ENSG00000163754,ENSG00000163754.18,ENST00000345003,ENST00000345003.9,CCDS3139
ENSG00000132256,ENSG00000132256.20,ENST00000396847,ENST00000396847.7,CCDS31394
ENSG00000180988,ENSG00000180988.3,ENST00000317037,ENST00000317037.3,CCDS31399
ENSG00000170683,ENSG00000170683.7,ENST00000642047,ENST00000642047.1,CCDS31421
ENSG00000007372,ENSG00000007372.24,ENST00000643871,ENST00000643871.1,CCDS31451
ENSG00000007372,ENSG00000007372.24,ENST00000640610,ENST00000640610.1,CCDS31451
ENSG00000007372,ENSG00000007372.24,ENST00000379132,ENST00000379132.8,CCDS31451
ENSG00000007372,ENSG00000007372.24,ENST00000379109,ENST00000379109.7,CCDS31451
ENSG00000007372,ENSG00000007372.24,ENST00000639916,ENST00000639916.1,CCDS31451
ENSG00000007372,ENSG00000007372.24,ENST00000241001,ENST00000241001.13,CCDS31451
ENSG00000007372,ENSG00000007372.24,ENST00000606377,ENST00000606377.7,CCDS31452
ENSG00000007372,ENSG00000007372.24,ENST00000419022,ENST00000419022.6,CCDS31452
ENSG00000007372,ENSG00000007372.24,ENST00000638914,ENST00000638914.3,CCDS31452
ENSG00000007372,ENSG00000007372.24,ENST00000379129,ENST00000379129.7,CCDS31452
ENSG00000007372,ENSG00000007372.24,ENST00000640368,ENST00000640368.2,CCDS31452
ENSG00000007372,ENSG00000007372.24,ENST00000379107,ENST00000379107.7,CCDS31452
ENSG00000007372,ENSG00000007372.24,ENST00000639409,ENST00000639409.1,CCDS31452
ENSG00000007372,ENSG00000007372.24,ENST00000640975,ENST00000640975.1,CCDS31452
ENSG00000186119,ENSG00000186119.9,ENST00000333976,ENST00000333976.7,CCDS31510
ENSG00000198283,ENSG00000198283.3,ENST00000360374,ENST00000360374.3,CCDS31552
ENSG00000138271,ENSG00000138271.6,ENST00000260843,ENST00000260843.5,CCDS3157
ENSG00000131626,ENSG00000131626.19,ENST00000253925,ENST00000253925.12,CCDS31627
ENSG00000152601,ENSG00000152601.18,ENST00000324210,ENST00000324210.10,CCDS3163
ENSG00000168014,ENSG00000168014.18,ENST00000313663,ENST00000313663.11,CCDS31636
ENSG00000152601,ENSG00000152601.18,ENST00000355460,ENST00000355460.6,CCDS3164
ENSG00000152601,ENSG00000152601.18,ENST00000463374,ENST00000463374.5,CCDS3165
ENSG00000152601,ENSG00000152601.18,ENST00000282486,ENST00000282486.10,CCDS3165
ENSG00000152601,ENSG00000152601.18,ENST00000465907,ENST00000465907.6,CCDS3166
ENSG00000152601,ENSG00000152601.18,ENST00000545754,ENST00000545754.5,CCDS3166
ENSG00000152601,ENSG00000152601.18,ENST00000485509,ENST00000485509.5,CCDS3167
ENSG00000152601,ENSG00000152601.18,ENST00000324196,ENST00000324196.9,CCDS3167
ENSG00000150783,ENSG00000150783.10,ENST00000530752,ENST00000530752.5,CCDS31679
ENSG00000150783,ENSG00000150783.10,ENST00000280358,ENST00000280358.5,CCDS31679
ENSG00000171014,ENSG00000171014.3,ENST00000307033,ENST00000307033.3,CCDS31699
ENSG00000174953,ENSG00000174953.14,ENST00000496811,ENST00000496811.6,CCDS3171
ENSG00000120645,ENSG00000120645.12,ENST00000382841,ENST00000382841.2,CCDS31725
ENSG00000205846,ENSG00000205846.4,ENST00000382073,ENST00000382073.4,CCDS31739
ENSG00000186136,ENSG00000186136.1,ENST00000334266,ENST00000334266.1,CCDS31747
ENSG00000111731,ENSG00000111731.13,ENST00000333957,ENST00000333957.8,CCDS31758
ENSG00000110900,ENSG00000110900.16,ENST00000546076,ENST00000546076.6,CCDS31765
ENSG00000110900,ENSG00000110900.16,ENST00000261177,ENST00000261177.10,CCDS31765
ENSG00000185610,ENSG00000185610.6,ENST00000332700,ENST00000332700.6,CCDS31781
ENSG00000177119,ENSG00000177119.17,ENST00000320560,ENST00000320560.13,CCDS31782
ENSG00000177119,ENSG00000177119.17,ENST00000680201,ENST00000680201.1,CCDS31782
ENSG00000123427,ENSG00000123427.17,ENST00000333012,ENST00000333012.5,CCDS31848
ENSG00000189046,ENSG00000189046.11,ENST00000343075,ENST00000343075.7,CCDS31897
ENSG00000189046,ENSG00000189046.11,ENST00000429722,ENST00000429722.3,CCDS31897
ENSG00000186815,ENSG00000186815.13,ENST00000335509,ENST00000335509.11,CCDS31908
ENSG00000152192,ENSG00000152192.8,ENST00000377208,ENST00000377208.7,CCDS31996
ENSG00000182545,ENSG00000182545.6,ENST00000328444,ENST00000328444.5,CCDS32035
ENSG00000085274,ENSG00000085274.16,ENST00000349841,ENST00000349841.10,CCDS3207
ENSG00000085274,ENSG00000085274.16,ENST00000356716,ENST00000356716.8,CCDS3207
ENSG00000168175,ENSG00000168175.15,ENST00000395468,ENST00000395468.9,CCDS32085
ENSG00000168175,ENSG00000168175.15,ENST00000622254,ENST00000622254.1,CCDS32085
ENSG00000126775,ENSG00000126775.9,ENST00000247178,ENST00000247178.6,CCDS32087
ENSG00000100583,ENSG00000100583.4,ENST00000216471,ENST00000216471.4,CCDS32126
ENSG00000011114,ENSG00000011114.15,ENST00000298896,ENST00000298896.7,CCDS32147
ENSG00000185880,ENSG00000185880.13,ENST00000559390,ENST00000559390.5,CCDS32220
ENSG00000185880,ENSG00000185880.13,ENST00000329464,ENST00000329464.9,CCDS32220
ENSG00000184140,ENSG00000184140.6,ENST00000328882,ENST00000328882.6,CCDS32341
ENSG00000182854,ENSG00000182854.8,ENST00000332238,ENST00000332238.5,CCDS32342
ENSG00000196155,ENSG00000196155.13,ENST00000360461,ENST00000360461.9,CCDS32466
ENSG00000196155,ENSG00000196155.13,ENST00000427155,ENST00000427155.6,CCDS32466
ENSG00000196155,ENSG00000196155.13,ENST00000379344,ENST00000379344.8,CCDS32466
ENSG00000177370,ENSG00000177370.5,ENST00000327158,ENST00000327158.5,CCDS32521
ENSG00000220205,ENSG00000220205.9,ENST00000316509,ENST00000316509.11,CCDS32561
ENSG00000010244,ENSG00000010244.19,ENST00000394673,ENST00000394673.6,CCDS32614
ENSG00000170832,ENSG00000170832.13,ENST00000300896,ENST00000300896.9,CCDS32697
ENSG00000173894,ENSG00000173894.11,ENST00000310942,ENST00000310942.9,CCDS32757
ENSG00000141380,ENSG00000141380.14,ENST00000415083,ENST00000415083.7,CCDS32807
ENSG00000104915,ENSG00000104915.15,ENST00000587230,ENST00000587230.6,CCDS32922
ENSG00000105750,ENSG00000105750.15,ENST00000328178,ENST00000328178.13,CCDS32977
ENSG00000213096,ENSG00000213096.11,ENST00000357002,ENST00000357002.5,CCDS32983
ENSG00000028277,ENSG00000028277.21,ENST00000389341,ENST00000389341.9,CCDS33035
ENSG00000243137,ENSG00000243137.8,ENST00000244295,ENST00000244295.13,CCDS33039
ENSG00000178928,ENSG00000178928.8,ENST00000322175,ENST00000322175.7,CCDS33066
ENSG00000176920,ENSG00000176920.13,ENST00000522966,ENST00000522966.2,CCDS33069
ENSG00000176920,ENSG00000176920.13,ENST00000425340,ENST00000425340.3,CCDS33069
ENSG00000176920,ENSG00000176920.13,ENST00000391876,ENST00000391876.5,CCDS33069
ENSG00000184203,ENSG00000184203.8,ENST00000618156,ENST00000618156.5,CCDS3309
ENSG00000180257,ENSG00000180257.14,ENST00000357666,ENST00000357666.8,CCDS33096
ENSG00000180257,ENSG00000180257.14,ENST00000444460,ENST00000444460.7,CCDS33096
ENSG00000119812,ENSG00000119812.19,ENST00000238823,ENST00000238823.13,CCDS33179
ENSG00000174004,ENSG00000174004.6,ENST00000328557,ENST00000328557.5,CCDS3319
ENSG00000119729,ENSG00000119729.12,ENST00000238738,ENST00000238738.9,CCDS33191
ENSG00000155636,ENSG00000155636.15,ENST00000286070,ENST00000286070.10,CCDS33335
ENSG00000197296,ENSG00000197296.6,ENST00000396825,ENST00000396825.4,CCDS33473
ENSG00000244687,ENSG00000244687.12,ENST00000371674,ENST00000371674.8,CCDS33483
ENSG00000159082,ENSG00000159082.18,ENST00000433931,ENST00000433931.7,CCDS33539
ENSG00000183773,ENSG00000183773.16,ENST00000399163,ENST00000399163.6,CCDS33605
ENSG00000183773,ENSG00000183773.16,ENST00000683034,ENST00000683034.1,CCDS33605
ENSG00000184571,ENSG00000184571.13,ENST00000332271,ENST00000332271.9,CCDS33623
ENSG00000184571,ENSG00000184571.13,ENST00000616349,ENST00000616349.4,CCDS33623
ENSG00000087274,ENSG00000087274.18,ENST00000398123,ENST00000398123.6,CCDS3364
ENSG00000087274,ENSG00000087274.18,ENST00000398125,ENST00000398125.5,CCDS3364
ENSG00000175928,ENSG00000175928.6,ENST00000319331,ENST00000319331.4,CCDS33685
ENSG00000144642,ENSG00000144642.22,ENST00000273139,ENST00000273139.13,CCDS33726
ENSG00000184307,ENSG00000184307.17,ENST00000330212,ENST00000330212.7,CCDS33827
ENSG00000183624,ENSG00000183624.14,ENST00000383463,ENST00000383463.9,CCDS33852
ENSG00000183624,ENSG00000183624.14,ENST00000502878,ENST00000502878.6,CCDS33852
ENSG00000183624,ENSG00000183624.14,ENST00000389735,ENST00000389735.7,CCDS33852
ENSG00000013293,ENSG00000013293.6,ENST00000231706,ENST00000231706.6,CCDS33892
ENSG00000244405,ENSG00000244405.8,ENST00000306376,ENST00000306376.10,CCDS33906
ENSG00000244405,ENSG00000244405.8,ENST00000434744,ENST00000434744.5,CCDS33906
ENSG00000136514,ENSG00000136514.3,ENST00000259030,ENST00000259030.3,CCDS33910
ENSG00000152492,ENSG00000152492.15,ENST00000392455,ENST00000392455.9,CCDS33912
ENSG00000152492,ENSG00000152492.15,ENST00000392456,ENST00000392456.4,CCDS33913
ENSG00000169851,ENSG00000169851.15,ENST00000361762,ENST00000361762.3,CCDS33971
ENSG00000137460,ENSG00000137460.10,ENST00000511601,ENST00000511601.6,CCDS34081
ENSG00000164125,ENSG00000164125.16,ENST00000393807,ENST00000393807.9,CCDS34087
ENSG00000129116,ENSG00000129116.19,ENST00000261509,ENST00000261509.10,CCDS34098
ENSG00000198948,ENSG00000198948.12,ENST00000361618,ENST00000361618.4,CCDS34103
ENSG00000168564,ENSG00000168564.6,ENST00000504169,ENST00000504169.2,CCDS34110
ENSG00000164197,ENSG00000164197.12,ENST00000296615,ENST00000296615.10,CCDS34169
ENSG00000145781,ENSG00000145781.9,ENST00000274458,ENST00000274458.9,CCDS34215
ENSG00000164398,ENSG00000164398.15,ENST00000651356,ENST00000651356.1,CCDS34228
ENSG00000164398,ENSG00000164398.15,ENST00000651883,ENST00000651883.2,CCDS34229
ENSG00000131437,ENSG00000131437.16,ENST00000378746,ENST00000378746.8,CCDS34235
ENSG00000072803,ENSG00000072803.18,ENST00000265094,ENST00000265094.9,CCDS34289
ENSG00000204539,ENSG00000204539.4,ENST00000376288,ENST00000376288.3,CCDS34389
ENSG00000124596,ENSG00000124596.17,ENST00000479950,ENST00000479950.5,CCDS34445
ENSG00000124596,ENSG00000124596.17,ENST00000463088,ENST00000463088.5,CCDS34445
ENSG00000124596,ENSG00000124596.17,ENST00000424266,ENST00000424266.7,CCDS34445
ENSG00000124596,ENSG00000124596.17,ENST00000468811,ENST00000468811.5,CCDS34445
ENSG00000203908,ENSG00000203908.4,ENST00000370367,ENST00000370367.4,CCDS34484
ENSG00000093144,ENSG00000093144.19,ENST00000368291,ENST00000368291.6,CCDS34530
ENSG00000093144,ENSG00000093144.19,ENST00000368289,ENST00000368289.6,CCDS34530
ENSG00000182747,ENSG00000182747.5,ENST00000331858,ENST00000331858.5,CCDS34544
ENSG00000122643,ENSG00000122643.23,ENST00000610140,ENST00000610140.7,CCDS34616
ENSG00000122643,ENSG00000122643.23,ENST00000643244,ENST00000643244.1,CCDS34617
ENSG00000163285,ENSG00000163285.8,ENST00000295452,ENST00000295452.5,CCDS3470
ENSG00000128606,ENSG00000128606.13,ENST00000339431,ENST00000339431.9,CCDS34721
ENSG00000288558,ENSG00000288558.2,ENST00000379119,ENST00000379119.6,CCDS34730
ENSG00000075790,ENSG00000075790.12,ENST00000445771,ENST00000445771.6,CCDS34730
ENSG00000163288,ENSG00000163288.14,ENST00000295454,ENST00000295454.8,CCDS3474
ENSG00000055130,ENSG00000055130.17,ENST00000409469,ENST00000409469.5,CCDS34772
ENSG00000055130,ENSG00000055130.17,ENST00000662716,ENST00000662716.1,CCDS34772
ENSG00000055130,ENSG00000055130.17,ENST00000665936,ENST00000665936.1,CCDS34772
ENSG00000055130,ENSG00000055130.17,ENST00000663044,ENST00000663044.1,CCDS34772
ENSG00000055130,ENSG00000055130.17,ENST00000602748,ENST00000602748.5,CCDS34772
ENSG00000055130,ENSG00000055130.17,ENST00000325222,ENST00000325222.9,CCDS34772
ENSG00000171115,ENSG00000171115.4,ENST00000307271,ENST00000307271.4,CCDS34777
ENSG00000176269,ENSG00000176269.4,ENST00000320901,ENST00000320901.4,CCDS34792
ENSG00000155189,ENSG00000155189.12,ENST00000285518,ENST00000285518.11,CCDS34796
ENSG00000156011,ENSG00000156011.17,ENST00000286485,ENST00000286485.12,CCDS34854
ENSG00000104299,ENSG00000104299.15,ENST00000521022,ENST00000521022.6,CCDS34873
ENSG00000085788,ENSG00000085788.14,ENST00000397166,ENST00000397166.7,CCDS34883
ENSG00000085788,ENSG00000085788.14,ENST00000520272,ENST00000520272.6,CCDS34883
ENSG00000198846,ENSG00000198846.6,ENST00000361421,ENST00000361421.2,CCDS34897
ENSG00000164944,ENSG00000164944.12,ENST00000297591,ENST00000297591.10,CCDS34923
ENSG00000164941,ENSG00000164941.14,ENST00000523731,ENST00000523731.6,CCDS34925
ENSG00000205808,ENSG00000205808.7,ENST00000381883,ENST00000381883.5,CCDS34981
ENSG00000120160,ENSG00000120160.11,ENST00000380032,ENST00000380032.8,CCDS35001
ENSG00000185963,ENSG00000185963.14,ENST00000356884,ENST00000356884.11,CCDS35064
ENSG00000242616,ENSG00000242616.4,ENST00000374293,ENST00000374293.5,CCDS35107
ENSG00000119403,ENSG00000119403.15,ENST00000373896,ENST00000373896.8,CCDS35116
ENSG00000136939,ENSG00000136939.1,ENST00000259466,ENST00000259466.1,CCDS35129
ENSG00000171459,ENSG00000171459.4,ENST00000304720,ENST00000304720.3,CCDS35130
ENSG00000198223,ENSG00000198223.17,ENST00000381529,ENST00000381529.9,CCDS35191
ENSG00000198223,ENSG00000198223.17,ENST00000381524,ENST00000381524.8,CCDS35191
ENSG00000198223,ENSG00000198223.17,ENST00000432318,ENST00000432318.8,CCDS35191
ENSG00000046653,ENSG00000046653.15,ENST00000316715,ENST00000316715.9,CCDS35206
ENSG00000165186,ENSG00000165186.12,ENST00000379361,ENST00000379361.5,CCDS35215
ENSG00000156313,ENSG00000156313.15,ENST00000645032,ENST00000645032.1,CCDS35229
ENSG00000171209,ENSG00000171209.3,ENST00000304954,ENST00000304954.3,CCDS3538
ENSG00000165694,ENSG00000165694.10,ENST00000298542,ENST00000298542.9,CCDS35397
ENSG00000156920,ENSG00000156920.11,ENST00000394143,ENST00000394143.6,CCDS35409
ENSG00000156920,ENSG00000156920.11,ENST00000370652,ENST00000370652.5,CCDS35409
ENSG00000101974,ENSG00000101974.15,ENST00000361648,ENST00000361648.6,CCDS35410
ENSG00000132464,ENSG00000132464.13,ENST00000396073,ENST00000396073.4,CCDS3544
ENSG00000172468,ENSG00000172468.14,ENST00000307393,ENST00000307393.3,CCDS35475
ENSG00000169953,ENSG00000169953.12,ENST00000344884,ENST00000344884.4,CCDS35476
ENSG00000152795,ENSG00000152795.18,ENST00000295470,ENST00000295470.10,CCDS3593
ENSG00000152795,ENSG00000152795.18,ENST00000502762,ENST00000502762.4,CCDS3593
ENSG00000152795,ENSG00000152795.18,ENST00000621267,ENST00000621267.4,CCDS3593
ENSG00000029559,ENSG00000029559.7,ENST00000226284,ENST00000226284.7,CCDS3624
ENSG00000109323,ENSG00000109323.11,ENST00000647097,ENST00000647097.2,CCDS3658
ENSG00000138796,ENSG00000138796.18,ENST00000309522,ENST00000309522.8,CCDS3678
ENSG00000138792,ENSG00000138792.10,ENST00000265162,ENST00000265162.10,CCDS3691
ENSG00000179387,ENSG00000179387.10,ENST00000323570,ENST00000323570.8,CCDS3752
ENSG00000164161,ENSG00000164161.10,ENST00000296575,ENST00000296575.8,CCDS3762
ENSG00000120519,ENSG00000120519.15,ENST00000394059,ENST00000394059.8,CCDS3768
ENSG00000109654,ENSG00000109654.16,ENST00000338700,ENST00000338700.10,CCDS3781
ENSG00000121210,ENSG00000121210.16,ENST00000409663,ENST00000409663.7,CCDS3783
ENSG00000171557,ENSG00000171557.17,ENST00000336098,ENST00000336098.8,CCDS3788
ENSG00000164125,ENSG00000164125.16,ENST00000585682,ENST00000585682.6,CCDS3798
ENSG00000164125,ENSG00000164125.16,ENST00000296530,ENST00000296530.12,CCDS3798
ENSG00000171503,ENSG00000171503.13,ENST00000511912,ENST00000511912.6,CCDS3800
ENSG00000145414,ENSG00000145414.9,ENST00000274054,ENST00000274054.3,CCDS3803
ENSG00000151005,ENSG00000151005.5,ENST00000280605,ENST00000280605.5,CCDS3805
ENSG00000145439,ENSG00000145439.12,ENST00000306193,ENST00000306193.8,CCDS3812
ENSG00000164122,ENSG00000164122.9,ENST00000296525,ENST00000296525.7,CCDS3827
ENSG00000164306,ENSG00000164306.11,ENST00000503752,ENST00000503752.5,CCDS3837
ENSG00000164306,ENSG00000164306.11,ENST00000314970,ENST00000314970.11,CCDS3837
ENSG00000071539,ENSG00000071539.14,ENST00000166345,ENST00000166345.8,CCDS3858
ENSG00000113494,ENSG00000113494.17,ENST00000618457,ENST00000618457.5,CCDS3909
ENSG00000145632,ENSG00000145632.15,ENST00000274289,ENST00000274289.8,CCDS3974
ENSG00000113593,ENSG00000113593.12,ENST00000261308,ENST00000261308.10,CCDS3985
ENSG00000145740,ENSG00000145740.19,ENST00000396591,ENST00000396591.8,CCDS3996
ENSG00000164346,ENSG00000164346.10,ENST00000610426,ENST00000610426.5,CCDS4025
ENSG00000164220,ENSG00000164220.7,ENST00000296641,ENST00000296641.5,CCDS4031
ENSG00000142694,ENSG00000142694.7,ENST00000490466,ENST00000490466.2,CCDS406
ENSG00000142694,ENSG00000142694.7,ENST00000270824,ENST00000270824.1,CCDS406
ENSG00000145777,ENSG00000145777.15,ENST00000344895,ENST00000344895.4,CCDS4101
ENSG00000164211,ENSG00000164211.13,ENST00000296632,ENST00000296632.8,CCDS4104
ENSG00000164211,ENSG00000164211.13,ENST00000505803,ENST00000505803.5,CCDS4104
ENSG00000134986,ENSG00000134986.14,ENST00000379671,ENST00000379671.7,CCDS4105
ENSG00000134986,ENSG00000134986.14,ENST00000257435,ENST00000257435.12,CCDS4105
ENSG00000134986,ENSG00000134986.14,ENST00000446294,ENST00000446294.6,CCDS4105
ENSG00000134986,ENSG00000134986.14,ENST00000450761,ENST00000450761.6,CCDS4105
ENSG00000134986,ENSG00000134986.14,ENST00000419114,ENST00000419114.6,CCDS4105
ENSG00000134986,ENSG00000134986.14,ENST00000509427,ENST00000509427.5,CCDS4105
ENSG00000134986,ENSG00000134986.14,ENST00000453526,ENST00000453526.6,CCDS4105
ENSG00000134986,ENSG00000134986.14,ENST00000455559,ENST00000455559.6,CCDS4105
ENSG00000134986,ENSG00000134986.14,ENST00000508870,ENST00000508870.5,CCDS4105
ENSG00000134986,ENSG00000134986.14,ENST00000447165,ENST00000447165.6,CCDS4105
ENSG00000284662,ENSG00000284662.1,ENST00000332831,ENST00000332831.4,CCDS41221
ENSG00000123473,ENSG00000123473.17,ENST00000371877,ENST00000371877.8,CCDS41329
ENSG00000182134,ENSG00000182134.16,ENST00000368827,ENST00000368827.10,CCDS41394
ENSG00000182134,ENSG00000182134.16,ENST00000368824,ENST00000368824.8,CCDS41394
ENSG00000182134,ENSG00000182134.16,ENST00000368822,ENST00000368822.5,CCDS41394
ENSG00000182134,ENSG00000182134.16,ENST00000458431,ENST00000458431.6,CCDS41394
ENSG00000182134,ENSG00000182134.16,ENST00000368825,ENST00000368825.7,CCDS41395
ENSG00000064651,ENSG00000064651.14,ENST00000262461,ENST00000262461.7,CCDS4144
ENSG00000048740,ENSG00000048740.18,ENST00000638035,ENST00000638035.1,CCDS41488
ENSG00000048740,ENSG00000048740.18,ENST00000632728,ENST00000632728.1,CCDS41488
ENSG00000048740,ENSG00000048740.18,ENST00000399850,ENST00000399850.7,CCDS41488
ENSG00000048740,ENSG00000048740.18,ENST00000417956,ENST00000417956.6,CCDS41488
ENSG00000165995,ENSG00000165995.22,ENST00000645287,ENST00000645287.1,CCDS41493
ENSG00000165995,ENSG00000165995.22,ENST00000377329,ENST00000377329.10,CCDS41494
ENSG00000138193,ENSG00000138193.16,ENST00000371380,ENST00000371380.8,CCDS41552
ENSG00000165868,ENSG00000165868.16,ENST00000369209,ENST00000369209.8,CCDS41569
ENSG00000185885,ENSG00000185885.17,ENST00000680588,ENST00000680588.1,CCDS41584
ENSG00000185885,ENSG00000185885.17,ENST00000528780,ENST00000528780.5,CCDS41584
ENSG00000185885,ENSG00000185885.17,ENST00000328221,ENST00000328221.5,CCDS41584
ENSG00000185885,ENSG00000185885.17,ENST00000408968,ENST00000408968.4,CCDS41584
ENSG00000164403,ENSG00000164403.15,ENST00000319854,ENST00000319854.7,CCDS4161
ENSG00000139190,ENSG00000139190.17,ENST00000396308,ENST00000396308.4,CCDS41740
ENSG00000181965,ENSG00000181965.6,ENST00000314744,ENST00000314744.6,CCDS4187
ENSG00000198553,ENSG00000198553.9,ENST00000360473,ENST00000360473.8,CCDS41889
ENSG00000139734,ENSG00000139734.19,ENST00000400324,ENST00000400324.9,CCDS41898
ENSG00000100461,ENSG00000100461.18,ENST00000346528,ENST00000346528.9,CCDS41919
ENSG00000100461,ENSG00000100461.18,ENST00000399922,ENST00000399922.6,CCDS41920
ENSG00000100461,ENSG00000100461.18,ENST00000359890,ENST00000359890.8,CCDS41921
ENSG00000100926,ENSG00000100926.15,ENST00000396854,ENST00000396854.8,CCDS41934
ENSG00000119599,ENSG00000119599.17,ENST00000509153,ENST00000509153.5,CCDS41968
ENSG00000260916,ENSG00000260916.8,ENST00000310958,ENST00000310958.10,CCDS42039
ENSG00000260916,ENSG00000260916.8,ENST00000569205,ENST00000569205.5,CCDS42039
ENSG00000172824,ENSG00000172824.16,ENST00000540947,ENST00000540947.6,CCDS42174
ENSG00000197943,ENSG00000197943.10,ENST00000564138,ENST00000564138.6,CCDS42204
ENSG00000010244,ENSG00000010244.19,ENST00000394670,ENST00000394670.9,CCDS42294
ENSG00000108788,ENSG00000108788.12,ENST00000346833,ENST00000346833.8,CCDS42341
ENSG00000011260,ENSG00000011260.14,ENST00000225298,ENST00000225298.12,CCDS42362
ENSG00000198265,ENSG00000198265.12,ENST00000358691,ENST00000358691.10,CCDS42374
ENSG00000146007,ENSG00000146007.11,ENST00000274712,ENST00000274712.8,CCDS4239
ENSG00000046604,ENSG00000046604.14,ENST00000261590,ENST00000261590.13,CCDS42423
ENSG00000221887,ENSG00000221887.6,ENST00000408945,ENST00000408945.5,CCDS42441
ENSG00000167774,ENSG00000167774.2,ENST00000598884,ENST00000598884.1,CCDS42492
ENSG00000267855,ENSG00000267855.6,ENST00000593729,ENST00000593729.5,CCDS42492
ENSG00000267855,ENSG00000267855.6,ENST00000301457,ENST00000301457.3,CCDS42492
ENSG00000197124,ENSG00000197124.12,ENST00000397165,ENST00000397165.7,CCDS42533
ENSG00000197124,ENSG00000197124.12,ENST00000358523,ENST00000358523.9,CCDS42534
ENSG00000197124,ENSG00000197124.12,ENST00000397162,ENST00000397162.5,CCDS42534
ENSG00000188171,ENSG00000188171.16,ENST00000601440,ENST00000601440.6,CCDS42535
ENSG00000088053,ENSG00000088053.11,ENST00000310373,ENST00000310373.7,CCDS42626
ENSG00000196724,ENSG00000196724.13,ENST00000595830,ENST00000595830.5,CCDS42642
ENSG00000196724,ENSG00000196724.13,ENST00000396147,ENST00000396147.6,CCDS42642
ENSG00000196724,ENSG00000196724.13,ENST00000616958,ENST00000616958.1,CCDS42642
ENSG00000135945,ENSG00000135945.10,ENST00000393445,ENST00000393445.7,CCDS42722
ENSG00000145819,ENSG00000145819.18,ENST00000274498,ENST00000274498.9,CCDS4277
ENSG00000196800,ENSG00000196800.6,ENST00000356972,ENST00000356972.1,CCDS4288
ENSG00000154642,ENSG00000154642.11,ENST00000400558,ENST00000400558.7,CCDS42909
ENSG00000205929,ENSG00000205929.11,ENST00000490358,ENST00000490358.5,CCDS42919
ENSG00000205929,ENSG00000205929.11,ENST00000487113,ENST00000487113.1,CCDS42919
ENSG00000205929,ENSG00000205929.11,ENST00000479548,ENST00000479548.2,CCDS42919
ENSG00000171587,ENSG00000171587.15,ENST00000400454,ENST00000400454.6,CCDS42929
ENSG00000182606,ENSG00000182606.17,ENST00000327628,ENST00000327628.10,CCDS43072
ENSG00000185008,ENSG00000185008.17,ENST00000461745,ENST00000461745.5,CCDS43109
ENSG00000182923,ENSG00000182923.20,ENST00000354446,ENST00000354446.7,CCDS43152
ENSG00000182923,ENSG00000182923.20,ENST00000620544,ENST00000620544.5,CCDS43152
